timestamp,Living Room Temperature,Living Room Humidity,spaceId
2025-04-02T17:26:34.953Z,20.6,69,41413915
2025-04-02T17:27:05.008Z,20.6,69,41413915
2025-04-02T17:27:34.938Z,20.6,69,41413915
2025-04-02T17:28:04.767Z,20.6,69,41413915
2025-04-02T17:28:34.806Z,20.6,69,41413915
2025-04-02T17:29:05.056Z,20.6,69.1,41413915
2025-04-02T17:29:34.780Z,20.6,69.1,41413915
2025-04-02T17:30:04.977Z,20.6,69.1,41413915
2025-04-02T17:30:34.944Z,20.6,69,41413915
2025-04-02T17:31:04.900Z,20.6,69,41413915
2025-04-02T17:31:34.952Z,20.6,69,41413915
2025-04-02T17:32:05.086Z,20.6,69,41413915
2025-04-02T17:32:35.032Z,20.6,69,41413915
2025-04-02T17:33:04.963Z,20.6,69,41413915
2025-04-02T17:33:34.993Z,20.6,69.1,41413915
2025-04-02T17:34:04.969Z,20.6,69.1,41413915
2025-04-02T17:34:34.984Z,20.6,69.1,41413915
2025-04-02T17:35:05.290Z,20.6,69.1,41413915
2025-04-02T17:35:34.952Z,20.6,69.1,41413915
2025-04-02T17:36:04.954Z,20.6,69.1,41413915
2025-04-02T17:36:34.963Z,20.6,69.1,41413915
2025-04-02T17:37:04.987Z,20.6,69.1,41413915
2025-04-02T17:37:34.873Z,20.6,69.1,41413915
2025-04-02T17:38:05.012Z,20.6,69.1,41413915
2025-04-02T17:38:34.931Z,20.6,69.2,41413915
2025-04-02T17:39:04.968Z,20.6,69.2,41413915
2025-04-02T17:39:35.031Z,20.6,69.2,41413915
2025-04-02T17:40:05.001Z,20.6,69.2,41413915
2025-04-02T17:40:35.266Z,20.6,69.2,41413915
2025-04-02T17:40:35.330Z,20.6,69.2,41413915
2025-04-02T17:41:05.155Z,20.6,69.2,41413915
2025-04-02T17:41:35.186Z,20.6,69.5,41413915
2025-04-02T17:42:05.241Z,20.6,69.5,41413915
2025-04-02T17:42:35.241Z,20.6,69.5,41413915
2025-04-02T17:43:05.197Z,20.5,69.5,41413915
2025-04-02T17:43:35.244Z,20.5,69.5,41413915
# Logging stopped at 2025-04-02T17:43:43.044Z
2025-04-02T17:43:43.678Z,20.5,69.5,41413915
2025-04-02T17:44:13.639Z,20.5,69.5,41413915
